인덱스,누적_용량(Ah),절대값_용량(Ah),전류(A),전압(V),
5991,0.05694543,0.002398616,0.479588013,1.387210083,
5992,0.057078649,0.002531835,0.479837036,1.389354858,
5993,0.057211926,0.002665112,0.479961548,1.391346436,
5994,0.057345237,0.002798423,0.47993042,1.393644409,
5995,0.057478547,0.002931733,0.479899292,1.395482788,
5996,0.057611858,0.003065044,0.47993042,1.397321167,
5997,0.057745169,0.003198355,0.479899292,1.399159546,
5998,0.05787848,0.003331666,0.479899292,1.400691528,
5999,0.058011743,0.003464929,0.479588013,1.402223511,
6000,0.058144961,0.003598148,0.479588013,1.403602295,
6001,0.058278179,0.003731365,0.479588013,1.405440674,
6002,0.058411398,0.003864585,0.479588013,1.407125854,
6003,0.058544617,0.003997803,0.479556885,1.408504639,
6004,0.058677842,0.004131028,0.479837036,1.410189819,
6005,0.05881112,0.004264306,0.479899292,1.411721802,
6006,0.05894443,0.004397617,0.47993042,1.412947388,
6007,0.059077739,0.004530926,0.47993042,1.41447937,
6008,0.059211049,0.004664235,0.479899292,1.415551758,
6009,0.059344361,0.004797548,0.47993042,1.416777344,
6010,0.059477672,0.004930858,0.479899292,1.418156128,
6011,0.059610924,0.00506411,0.479619141,1.419534912,
6012,0.059744141,0.005197328,0.479588013,1.420760498,
6013,0.059877359,0.005330545,0.479588013,1.421986084,
6014,0.060010578,0.005463764,0.479588013,1.42321167,
6015,0.060143797,0.005596983,0.479556885,1.424437256,
6016,0.06027703,0.005730216,0.479837036,1.425356445,
6017,0.060410313,0.005863499,0.47993042,1.426582031,
6018,0.060543622,0.005996809,0.479899292,1.427807617,
6019,0.060676932,0.006130118,0.47993042,1.428726807,
6020,0.060810241,0.006263427,0.479899292,1.429799194,
6021,0.060943552,0.006396738,0.479899292,1.431331177,
6022,0.061076862,0.006530048,0.47993042,1.432097168,
6023,0.061210094,0.006663281,0.479588013,1.433016357,
6024,0.061343311,0.006796498,0.479588013,1.434088745,
6025,0.06147653,0.006929716,0.479619141,1.435007935,
6026,0.061609748,0.007062934,0.479588013,1.436080322,
6027,0.061742966,0.007196152,0.479588013,1.43715271,
6028,0.061876215,0.007329401,0.479805908,1.438225098,
6029,0.062009509,0.007462696,0.479899292,1.438837891,
6030,0.06214282,0.007596006,0.47993042,1.440063477,
6031,0.062276129,0.007729315,0.479899292,1.44067627,
6032,0.06240944,0.007862626,0.479899292,1.441901855,
6033,0.06254275,0.007995936,0.479899292,1.442514648,
6034,0.062676044,0.008129231,0.479588013,1.443740234,
6035,0.062809263,0.008262449,0.479588013,1.444353027,
6036,0.062942481,0.008395667,0.479588013,1.445272217,
6037,0.063075699,0.008528886,0.479619141,1.446191406,
6038,0.063208918,0.008662104,0.479588013,1.446957397,
6039,0.063342136,0.008795322,0.479588013,1.447723389,
6040,0.063475409,0.008928595,0.479743652,1.448795776,
6041,0.063608715,0.009061901,0.479899292,1.449714966,
6042,0.063742026,0.009195212,0.47993042,1.450327759,
6043,0.063875336,0.009328523,0.479961548,1.451246948,
6044,0.064008646,0.009461832,0.47993042,1.452012939,
6045,0.064141956,0.009595142,0.47993042,1.452778931,
6046,0.064275213,0.009728399,0.479556885,1.453544922,
6047,0.064408431,0.009861617,0.479556885,1.454157715,
6048,0.064541648,0.009994834,0.479588013,1.454770508,
6049,0.064674866,0.010128052,0.479588013,1.455996094,
6050,0.064808085,0.010261272,0.479588013,1.456608887,
6051,0.064941325,0.010394511,0.479743652,1.457528076,
6052,0.065074608,0.010527795,0.479961548,1.458140869,
6053,0.065207917,0.010661103,0.479899292,1.45890686,
6054,0.065341227,0.010794413,0.479868164,1.459519653,
6055,0.065474538,0.010927724,0.479961548,1.460438843,
6056,0.065607848,0.011061034,0.479899292,1.461051636,
6057,0.065741149,0.011194336,0.479588013,1.461664429,
6058,0.065874367,0.011327553,0.479556885,1.46243042,
6059,0.066007587,0.011460773,0.479619141,1.463196411,
6060,0.066140807,0.011593993,0.479588013,1.463962402,
6061,0.066274024,0.01172721,0.479556885,1.464268799,
6062,0.066407243,0.011860429,0.479588013,1.464881592,
6063,0.066540515,0.011993701,0.479743652,1.465953979,
6064,0.066673823,0.012127009,0.47993042,1.466719971,
6065,0.066807134,0.01226032,0.479899292,1.467332764,
6066,0.066940444,0.01239363,0.47993042,1.46763916,
6067,0.067073754,0.01252694,0.47993042,1.468711548,
6068,0.067207064,0.01266025,0.479899292,1.469171143,
6069,0.067340306,0.012793492,0.479588013,1.470090332,
6070,0.067473524,0.01292671,0.479588013,1.470703125,
6071,0.067606744,0.01305993,0.479556885,1.47116272,
6072,0.067739963,0.01319315,0.479588013,1.472081909,
6073,0.067873182,0.013326368,0.479588013,1.472388306,
6074,0.068006437,0.013459623,0.479805908,1.473307495,
6075,0.068139733,0.013592919,0.479899292,1.473920288,
6076,0.068273043,0.013726229,0.47993042,1.474686279,
6077,0.068406352,0.013859538,0.47993042,1.475145874,
6078,0.06853966,0.013992846,0.47993042,1.475911865,
6079,0.068672971,0.014126157,0.47993042,1.476218262,
6080,0.068806237,0.014259423,0.479556885,1.476984253,
6081,0.068939454,0.014392641,0.479556885,1.477750244,
6082,0.069072671,0.014525858,0.479588013,1.478056641,
6083,0.06920589,0.014659077,0.479556885,1.478822632,
6084,0.06933911,0.014792296,0.479588013,1.479282227,
6085,0.069472354,0.01492554,0.479805908,1.479741821,
6086,0.069605643,0.01505883,0.47993042,1.480661011,
6087,0.069738953,0.015192139,0.47993042,1.481427002,
6088,0.069872264,0.01532545,0.47993042,1.482039795,
6089,0.070005574,0.01545876,0.47993042,1.482652588,
6090,0.070138882,0.015592068,0.47993042,1.483265381,
6091,0.070272166,0.015725352,0.479588013,1.483724976,
6092,0.070405385,0.015858571,0.479556885,1.484337769,
6093,0.070538603,0.015991789,0.479588013,1.484797363,
6094,0.07067182,0.016125007,0.479588013,1.485410156,
6095,0.070805039,0.016258225,0.479588013,1.486022949,
6096,0.070938275,0.016391461,0.479805908,1.486482544,
6097,0.071071559,0.016524745,0.47993042,1.487248535,
6098,0.07120487,0.016658056,0.47993042,1.487861328,
6099,0.07133818,0.016791366,0.47993042,1.488474121,
6100,0.071471488,0.016924674,0.479899292,1.488933716,
6101,0.071604798,0.017057984,0.47993042,1.489546509,
6102,0.071738087,0.017191273,0.479588013,1.490006104,
6103,0.071871305,0.017324492,0.479619141,1.490618896,
6104,0.072004525,0.017457711,0.479556885,1.491231689,
6105,0.072137743,0.017590929,0.479588013,1.491691284,
6106,0.072270961,0.017724147,0.479588013,1.492150879,
6107,0.072404196,0.017857382,0.479805908,1.49291687,
6108,0.072537478,0.017990664,0.479899292,1.493223267,
6109,0.072670787,0.018123973,0.47993042,1.493989258,
6110,0.072804099,0.018257285,0.47993042,1.494755249,
6111,0.072937409,0.018390595,0.479899292,1.495368042,
6112,0.07307072,0.018523906,0.47993042,1.495827637,
6113,0.07320401,0.018657196,0.479588013,1.496287231,
6114,0.073337228,0.018790415,0.479588013,1.496900024,
6115,0.073470448,0.018923634,0.479556885,1.497359619,
6116,0.073603667,0.019056853,0.479556885,1.497819214,
6117,0.073736884,0.01919007,0.479588013,1.498432007,
6118,0.073870121,0.019323308,0.479743652,1.4990448,
6119,0.074003405,0.019456591,0.47993042,1.499657593,
6120,0.074136714,0.019589901,0.479899292,1.500117188,
6121,0.074270022,0.019723208,0.479868164,1.50072998,
6122,0.074403333,0.019856519,0.479899292,1.501342773,
6123,0.074536641,0.019989828,0.47993042,1.501802368,
6124,0.074669922,0.020123109,0.479588013,1.502261963,
6125,0.07480314,0.020256327,0.479588013,1.502721558,
6126,0.074936359,0.020389545,0.479619141,1.503027954,
6127,0.075069577,0.020522763,0.479588013,1.503793945,
6128,0.075202796,0.020655982,0.479588013,1.50425354,
6129,0.075336042,0.020789228,0.479805908,1.504866333,
6130,0.075469332,0.020922518,0.479899292,1.505479126,
6131,0.075602642,0.021055828,0.47993042,1.506091919,
6132,0.07573595,0.021189136,0.479899292,1.506245117,
6133,0.075869259,0.021322445,0.479899292,1.507317505,
6134,0.076002568,0.021455754,0.47993042,1.5077771,
6135,0.076135828,0.021589014,0.479619141,1.508236694,
6136,0.076269046,0.021722232,0.479588013,1.508849487,
6137,0.076402264,0.02185545,0.479588013,1.509309082,
6138,0.076535483,0.021988669,0.479588013,1.509768677,
6139,0.0766687,0.022121886,0.479588013,1.51038147,
6140,0.076801961,0.022255147,0.479805908,1.510994263,
6141,0.076935259,0.022388445,0.479899292,1.511607056,
6142,0.077068567,0.022521753,0.47993042,1.51206665,
6143,0.077201876,0.022655062,0.479899292,1.512373047,
6144,0.077335184,0.02278837,0.479899292,1.51298584,
6145,0.077468494,0.02292168,0.479899292,1.513598633,
6146,0.077601725,0.023054911,0.479588013,1.513905029,
6147,0.077734942,0.023188128,0.479556885,1.514671021,
6148,0.077868157,0.023321343,0.479588013,1.515130615,
6149,0.078001373,0.02345456,0.479588013,1.515743408,
6150,0.078134595,0.023587781,0.479837036,1.516049805,
6151,0.078267868,0.023721055,0.479899292,1.516509399,
6152,0.078401176,0.023854362,0.479899292,1.517122192,
6153,0.078534484,0.02398767,0.479899292,1.517428589,
6154,0.078667793,0.024120979,0.479899292,1.51819458,
6155,0.078801101,0.024254287,0.479899292,1.518807373,
6156,0.078934387,0.024387573,0.479556885,1.51911377,
6157,0.079067605,0.024520791,0.479556885,1.519879761,
6158,0.079200821,0.024654007,0.479588013,1.520186157,
6159,0.079334037,0.024787224,0.479588013,1.52079895,
6160,0.079467255,0.024920442,0.479588013,1.521411743,
6161,0.079600501,0.025053687,0.479712524,1.522024536,
6162,0.079733791,0.025186977,0.479899292,1.522637329,
6163,0.0798671,0.025320286,0.479899292,1.522943726,
6164,0.080000409,0.025453595,0.479899292,1.523556519,
6165,0.080133718,0.025586905,0.479899292,1.524016113,
6166,0.080267026,0.025720213,0.479899292,1.52432251,
6167,0.080400269,0.025853455,0.479588013,1.525088501,
6168,0.080533487,0.025986673,0.479588013,1.525548096,
6169,0.080666704,0.02611989,0.479588013,1.52600769,
6170,0.08079992,0.026253106,0.479556885,1.526773682,
6171,0.080933139,0.026386325,0.479837036,1.527233276,
6172,0.081066413,0.026519599,0.479899292,1.527692871,
6173,0.08119972,0.026652906,0.479899292,1.528152466,
6174,0.081333029,0.026786215,0.47993042,1.528765259,
6175,0.081466337,0.026919524,0.47993042,1.529224854,
6176,0.081599646,0.027052832,0.47993042,1.529837646,
6177,0.081732926,0.027186112,0.479556885,1.530297241,
6178,0.081866141,0.027319327,0.479588013,1.530910034,
6179,0.081999357,0.027452543,0.479556885,1.531369629,
6180,0.082132575,0.027585761,0.479588013,1.531829224,
6181,0.082265792,0.027718978,0.479619141,1.532442017,
6182,0.082399046,0.027852232,0.479805908,1.533361206,
6183,0.082532342,0.027985528,0.479868164,1.533514404,
6184,0.082665649,0.028118835,0.479899292,1.534127197,
6185,0.082798957,0.028252144,0.47993042,1.534893188,
6186,0.082932265,0.028385451,0.479899292,1.535352783,
6187,0.083065574,0.02851876,0.47993042,1.53565918,
6188,0.083198793,0.028651979,0.479588013,1.536271973,
6189,0.083332008,0.028785194,0.479588013,1.536578369,
6190,0.083465223,0.02891841,0.479556885,1.537191162,
6191,0.083598441,0.029051627,0.479588013,1.537650757,
6192,0.083731682,0.029184868,0.479743652,1.53826355,
6193,0.083864966,0.029318152,0.47993042,1.538876343,
6194,0.083998276,0.029451463,0.47993042,1.539335938,
6195,0.084131585,0.029584771,0.479899292,1.539795532,
6196,0.084264892,0.029718078,0.479899292,1.540255127,
6197,0.084398202,0.029851388,0.47993042,1.541021118,
6198,0.084531441,0.029984627,0.479588013,1.541480713,
6199,0.084664658,0.030117845,0.479556885,1.541940308,
6200,0.084797874,0.03025106,0.479556885,1.542706299,
6201,0.084931091,0.030384277,0.479619141,1.542859497,
6202,0.085064322,0.030517508,0.479743652,1.543319092,
6203,0.0851976,0.030650787,0.47993042,1.544085083,
6204,0.085330908,0.030784094,0.47993042,1.544544678,
6205,0.085464216,0.030917403,0.479899292,1.545157471,
6206,0.085597526,0.031050712,0.47993042,1.545770264,
6207,0.085730834,0.03118402,0.47993042,1.546383057,
6208,0.085864084,0.031317271,0.479556885,1.546689453,
6209,0.085997303,0.031450489,0.479588013,1.547149048,
6210,0.086130519,0.031583705,0.479588013,1.547915039,
6211,0.086263737,0.031716923,0.479588013,1.548221436,
6212,0.086396962,0.031850149,0.479805908,1.54868103,
6213,0.08653024,0.031983427,0.479868164,1.549293823,
6214,0.086663547,0.032116734,0.479899292,1.549906616,
6215,0.086796857,0.032250043,0.47993042,1.550519409,
6216,0.086930164,0.03238335,0.479899292,1.550825806,
6217,0.087063471,0.032516657,0.479899292,1.551591797,
6218,0.087196728,0.032649914,0.479556885,1.552051392,
6219,0.087329946,0.032783133,0.479556885,1.552357788,
6220,0.087463163,0.032916349,0.479556885,1.552970581,
6221,0.08759638,0.033049566,0.479588013,1.553583374,
6222,0.087729603,0.033182789,0.479805908,1.554042969,
6223,0.087862879,0.033316065,0.479899292,1.554502563,
6224,0.087996188,0.033449375,0.479899292,1.555115356,
6225,0.088129498,0.033582685,0.47993042,1.555728149,
6226,0.088262808,0.033715994,0.47993042,1.556187744,
6227,0.088396118,0.033849304,0.47993042,1.556800537,
6228,0.088529371,0.033982558,0.479588013,1.557260132,
6229,0.088662587,0.034115773,0.479588013,1.557566528,
6230,0.088795804,0.03424899,0.479588013,1.558485718,
6231,0.08892902,0.034382206,0.479588013,1.558945313,
6232,0.089062248,0.034515434,0.479868164,1.559558105,
6233,0.089195522,0.034648709,0.47993042,1.560170898,
6234,0.089328831,0.034782017,0.479899292,1.560477295,
6235,0.089462138,0.034915325,0.479899292,1.561090088,
6236,0.089595446,0.035048633,0.479899292,1.561549683,
6237,0.089728754,0.03518194,0.479899292,1.562315674,
6238,0.089861997,0.035315183,0.479588013,1.562775269,
6239,0.089995213,0.035448399,0.479556885,1.563081665,
6240,0.09012843,0.035581616,0.479556885,1.563694458,
6241,0.090261648,0.035714834,0.479556885,1.564460449,
6242,0.090394885,0.035848071,0.479805908,1.564920044,
6243,0.09052817,0.035981356,0.479899292,1.565532837,
6244,0.090661478,0.036114664,0.479899292,1.56614563,
6245,0.090794786,0.036247972,0.47993042,1.566605225,
6246,0.090928094,0.036381281,0.47993042,1.567218018,
6247,0.091061402,0.036514588,0.479899292,1.567524414,
6248,0.091194629,0.036647815,0.479588013,1.568137207,
6249,0.091327845,0.036781031,0.479556885,1.56875,
6250,0.091461061,0.036914248,0.479588013,1.569362793,
6251,0.091594279,0.037047465,0.479588013,1.569669189,
6252,0.091727527,0.037180713,0.479712524,1.570435181,
6253,0.091860817,0.037314003,0.479899292,1.57135437,
6254,0.091994124,0.037447311,0.479899292,1.571813965,
6255,0.092127432,0.037580619,0.47993042,1.57227356,
6256,0.09226074,0.037713926,0.479899292,1.572733154,
6257,0.092394032,0.037847218,0.479588013,1.573192749,
6258,0.092527249,0.037980435,0.479588013,1.57395874,
6259,0.092660465,0.038113651,0.479588013,1.574418335,
6260,0.092793681,0.038246868,0.479588013,1.575184326,
6261,0.092926897,0.038380084,0.479588013,1.575643921,
6262,0.093060167,0.038513353,0.479743652,1.576256714,
6263,0.09319347,0.038646656,0.479899292,1.577022705,
6264,0.093326778,0.038779964,0.479899292,1.5774823,
6265,0.093460086,0.038913273,0.479899292,1.577941895,
6266,0.093593395,0.039046582,0.479899292,1.578554688,
6267,0.093726654,0.039179841,0.479556885,1.579320679,
6268,0.093859872,0.039313058,0.479588013,1.579627075,
6269,0.093993088,0.039446275,0.479588013,1.580239868,
6270,0.094126304,0.039579491,0.479556885,1.580852661,
6271,0.09425954,0.039712726,0.479837036,1.581465454,
6272,0.094392821,0.039846008,0.479899292,1.582231445,
6273,0.094526128,0.039979314,0.479899292,1.582537842,
6274,0.094659436,0.040112622,0.479899292,1.583303833,
6275,0.094792745,0.040245931,0.479899292,1.584069824,
6276,0.094926054,0.04037924,0.479868164,1.584835815,
6277,0.095059272,0.040512458,0.479556885,1.58529541,
6278,0.095192489,0.040645676,0.479556885,1.585908203,
6279,0.095325705,0.040778891,0.479588013,1.586520996,
6280,0.095458923,0.040912109,0.479588013,1.587133789,
6281,0.095592183,0.041045369,0.479805908,1.587593384,
6282,0.095725482,0.041178668,0.479899292,1.588206177,
6283,0.095858792,0.041311978,0.47993042,1.58881897,
6284,0.095992098,0.041445285,0.47993042,1.589431763,
6285,0.096125405,0.041578591,0.47993042,1.590350952,
6286,0.096258667,0.041711853,0.479588013,1.590657349,
6287,0.096391884,0.04184507,0.479556885,1.591270142,
6288,0.096525101,0.041978287,0.479588013,1.592036133,
6289,0.096658317,0.042111503,0.479588013,1.592648926,
6290,0.096791553,0.042244739,0.479743652,1.593108521,
6291,0.096924836,0.042378022,0.479899292,1.593874512,
6292,0.097058143,0.042511329,0.479899292,1.594640503,
6293,0.097191452,0.042644638,0.479899292,1.595253296,
6294,0.09732476,0.042777947,0.47993042,1.596019287,
6295,0.097458058,0.042911244,0.479588013,1.59663208,
6296,0.097591275,0.043044461,0.479588013,1.597244873,
6297,0.09772449,0.043177676,0.479556885,1.597857666,
6298,0.097857705,0.043310891,0.479588013,1.598623657,
6299,0.097990921,0.043444107,0.479588013,1.599083252,
6300,0.098120193,0.043573379,0.479805908,1.600002441,
6301,0.097986975,0.000133218,-0.479556885,1.421373291,
6302,0.097853761,0.000266432,-0.479556885,1.415245361,
6303,0.097720546,0.000399648,-0.479619141,1.410802612,
6304,0.097587331,0.000532862,-0.479556885,1.40666626,
6305,0.097454056,0.000666138,-0.479868164,1.402989502,
6306,0.097320756,0.000799437,-0.479868164,1.399465942,
6307,0.09718746,0.000932734,-0.479868164,1.396401978,
6308,0.097054163,0.001066031,-0.479837036,1.393644409,
6309,0.096920893,0.001199301,-0.479712524,1.390886841,
6310,0.09678766,0.001332533,-0.479588013,1.388129272,
6311,0.096654446,0.001465748,-0.479588013,1.385678101,
6312,0.096521232,0.001598961,-0.479588013,1.383380127,
6313,0.096388016,0.001732177,-0.479588013,1.381082153,
6314,0.096254759,0.001865434,-0.479868164,1.378477783,
6315,0.096121461,0.001998732,-0.479868164,1.376486206,
6316,0.095988164,0.002132029,-0.479868164,1.374494629,
6317,0.09585487,0.002265323,-0.479837036,1.372349854,
6318,0.09572159,0.002398603,-0.479681396,1.370511475,
6319,0.09558835,0.002531843,-0.479588013,1.368519897,
6320,0.095455136,0.002665058,-0.479556885,1.366834717,
6321,0.09532192,0.002798273,-0.479556885,1.36484314,
6322,0.095188707,0.002931486,-0.479556885,1.363004761,
6323,0.095055464,0.003064729,-0.479837036,1.361013184,
6324,0.094922167,0.003198026,-0.479837036,1.359481201,
6325,0.094788871,0.003331322,-0.479868164,1.357949219,
6326,0.094655575,0.003464618,-0.479868164,1.35611084,
6327,0.094522289,0.003597904,-0.479712524,1.354732056,
6328,0.094389046,0.003731147,-0.479588013,1.353200073,
6329,0.094255829,0.003864364,-0.479588013,1.351668091,
6330,0.094122615,0.003997579,-0.479588013,1.349829712,
6331,0.093989397,0.004130796,-0.479588013,1.348297729,
6332,0.093856162,0.004264032,-0.479899292,1.346918945,
6333,0.093722864,0.004397329,-0.479837036,1.345386963,
6334,0.093589568,0.004530625,-0.479868164,1.344008179,
6335,0.093456271,0.004663922,-0.479868164,1.342629395,
6336,0.093322983,0.00479721,-0.479712524,1.34125061,
6337,0.093189736,0.004930457,-0.479556885,1.339718628,
6338,0.09305652,0.005063673,-0.479556885,1.338493042,
6339,0.092923304,0.005196889,-0.479588013,1.337114258,
6340,0.092790089,0.005330104,-0.479588013,1.335888672,
6341,0.092656855,0.005463338,-0.479868164,1.334663086,
6342,0.092523559,0.005596634,-0.479837036,1.333131104,
6343,0.092390262,0.005729931,-0.479868164,1.332058716,
6344,0.092256967,0.005863226,-0.479837036,1.33083313,
6345,0.092123681,0.005996512,-0.479712524,1.329607544,
6346,0.091990435,0.006129759,-0.479556885,1.328381958,
6347,0.091857219,0.006262974,-0.479588013,1.327003174,
6348,0.091724004,0.006396189,-0.479588013,1.325777588,
6349,0.091590789,0.006529404,-0.479588013,1.3247052,
6350,0.09145755,0.006662643,-0.479837036,1.323326416,
6351,0.091324252,0.006795941,-0.479899292,1.322254028,
6352,0.091190953,0.00692924,-0.479868164,1.321181641,
6353,0.091057658,0.007062535,-0.479837036,1.319802856,
6354,0.090924376,0.007195818,-0.479681396,1.318883667,
6355,0.090791134,0.007329059,-0.479588013,1.317964478,
6356,0.090657919,0.007462274,-0.479556885,1.316738892,
6357,0.090524703,0.00759549,-0.479556885,1.315666504,
6358,0.090391488,0.007728705,-0.479588013,1.31428772,
6359,0.090258242,0.007861951,-0.479837036,1.313215332,
6360,0.090124945,0.007995248,-0.479868164,1.312142944,
6361,0.08999165,0.008128543,-0.479868164,1.311070557,
6362,0.089858353,0.00826184,-0.479868164,1.309998169,
6363,0.089725076,0.008395118,-0.479681396,1.309078979,
6364,0.089591837,0.008528356,-0.479588013,1.307853394,
6365,0.089458623,0.00866157,-0.479588013,1.307087402,
6366,0.089325408,0.008794785,-0.479619141,1.306168213,
6367,0.089192194,0.008927999,-0.479588013,1.305095825,
6368,0.089058929,0.009061264,-0.479868164,1.304023438,
6369,0.088925632,0.009194561,-0.479837036,1.303104248,
6370,0.088792334,0.009327859,-0.479899292,1.302185059,
6371,0.088659039,0.009461154,-0.479868164,1.300959473,
6372,0.088525773,0.00959442,-0.479681396,1.300040283,
6373,0.088392544,0.00972765,-0.479588013,1.299121094,
6374,0.088259329,0.009860864,-0.479556885,1.298048706,
6375,0.088126115,0.009994078,-0.479588013,1.297129517,
6376,0.087992901,0.010127292,-0.479619141,1.296363525,
6377,0.087859616,0.010260577,-0.479868164,1.295137939,
6378,0.08772632,0.010393873,-0.479837036,1.29421875,
6379,0.087593027,0.010527166,-0.479868164,1.293299561,
6380,0.087459734,0.01066046,-0.479805908,1.292380371,
6381,0.087326478,0.010793715,-0.479619141,1.29161438,
6382,0.087193261,0.010926932,-0.479556885,1.29069519,
6383,0.087060046,0.011060147,-0.479588013,1.289776001,
6384,0.08692683,0.011193363,-0.479588013,1.288703613,
6385,0.086793599,0.011326594,-0.479899292,1.28809082,
6386,0.086660302,0.011459891,-0.479868164,1.287018433,
6387,0.086527006,0.011593187,-0.479868164,1.286099243,
6388,0.086393712,0.011726482,-0.479868164,1.285180054,
6389,0.086260431,0.011859762,-0.47977478,1.284260864,
6390,0.086127189,0.011993004,-0.479588013,1.283494873,
6391,0.085993973,0.01212622,-0.479556885,1.282728882,
6392,0.085860758,0.012259435,-0.479588013,1.281809692,
6393,0.085727543,0.01239265,-0.479525757,1.281043701,
6394,0.085594276,0.012525917,-0.479868164,1.28027771,
6395,0.085460979,0.012659214,-0.479868164,1.279358521,
6396,0.085327683,0.01279251,-0.479868164,1.278439331,
6397,0.085194385,0.012925808,-0.479868164,1.27767334,
6398,0.085061126,0.013059067,-0.479712524,1.276907349,
6399,0.084927901,0.013192292,-0.479556885,1.276141357,
6400,0.084794686,0.013325507,-0.479556885,1.275222168,
6401,0.084661471,0.013458722,-0.479588013,1.274302979,
6402,0.084528247,0.013591946,-0.479868164,1.273536987,
6403,0.084394952,0.013725241,-0.479899292,1.272617798,
6404,0.084261656,0.013858538,-0.479868164,1.271851807,
6405,0.084128359,0.013991834,-0.479868164,1.271085815,
6406,0.083995078,0.014125115,-0.479712524,1.270319824,
6407,0.083861837,0.014258356,-0.479556885,1.269553833,
6408,0.083728622,0.014391571,-0.479588013,1.268481445,
6409,0.083595408,0.014524786,-0.479588013,1.268021851,
6410,0.08346219,0.014658003,-0.479556885,1.267102661,
6411,0.083328923,0.01479127,-0.479899292,1.266183472,
6412,0.083195625,0.014924568,-0.479837036,1.26541748,
6413,0.083062328,0.015057865,-0.479837036,1.264804688,
6414,0.082929033,0.01519116,-0.479868164,1.263885498,
6415,0.082795779,0.015324414,-0.479681396,1.263272705,
6416,0.082662559,0.015457635,-0.479556885,1.262200317,
6417,0.082529344,0.015590849,-0.479588013,1.261587524,
6418,0.08239613,0.015724063,-0.479556885,1.260821533,
6419,0.082262893,0.0158573,-0.479868164,1.260055542,
6420,0.082129597,0.015990596,-0.479868164,1.258983154,
6421,0.0819963,0.016123893,-0.479899292,1.25852356,
6422,0.081863006,0.016257187,-0.479868164,1.257757568,
6423,0.081729737,0.016390456,-0.479681396,1.256838379,
6424,0.081596506,0.016523687,-0.479588013,1.256072388,
6425,0.081463289,0.016656904,-0.479556885,1.255153198,
6426,0.081330074,0.016790119,-0.479588013,1.254387207,
6427,0.081196858,0.016923335,-0.479619141,1.253927612,
6428,0.081063568,0.017056626,-0.479868164,1.252702026,
6429,0.080930269,0.017189924,-0.479868164,1.252089233,
6430,0.080796973,0.01732322,-0.479868164,1.25147644,
6431,0.08066369,0.017456503,-0.479712524,1.250557251,
6432,0.080530448,0.017589746,-0.479556885,1.249484863,
6433,0.080397232,0.017722961,-0.479556885,1.248718872,
6434,0.080264019,0.017856174,-0.479556885,1.247952881,
6435,0.080130803,0.01798939,-0.479588013,1.247033691,
6436,0.079997531,0.018122662,-0.479868164,1.2462677,
6437,0.079864234,0.018255959,-0.479868164,1.245501709,
6438,0.07973094,0.018389253,-0.479837036,1.244735718,
6439,0.079597647,0.018522546,-0.479805908,1.243969727,
6440,0.079464397,0.018655796,-0.479650269,1.243203735,
6441,0.07933118,0.018789013,-0.479556885,1.242437744,
6442,0.079197966,0.018922227,-0.479556885,1.241671753,
6443,0.079064752,0.019055442,-0.479525757,1.240752563,
6444,0.078931497,0.019188697,-0.479899292,1.239986572,
6445,0.078798199,0.019321994,-0.479868164,1.239067383,
6446,0.078664901,0.019455292,-0.479899292,1.238301392,
6447,0.078531605,0.019588588,-0.479868164,1.237075806,
6448,0.078398345,0.019721848,-0.479712524,1.236769409,
6449,0.078265123,0.01985507,-0.479556885,1.235697021,
6450,0.07813191,0.019988283,-0.479556885,1.235084229,
6451,0.077998695,0.020121499,-0.479556885,1.234165039,
6452,0.077865447,0.020254746,-0.479868164,1.233399048,
6453,0.077732152,0.020388041,-0.479868164,1.232479858,
6454,0.077598856,0.020521337,-0.479837036,1.231560669,
6455,0.077465562,0.020654631,-0.479899292,1.230641479,
6456,0.077332301,0.020787892,-0.479681396,1.230028687,
6457,0.077199076,0.020921118,-0.479556885,1.229262695,
6458,0.07706586,0.021054333,-0.479556885,1.228496704,
6459,0.076932645,0.021187548,-0.479556885,1.227730713,
6460,0.076799405,0.021320788,-0.479868164,1.226505127,
6461,0.076666106,0.021454087,-0.479868164,1.225739136,
6462,0.076532809,0.021587384,-0.479837036,1.225126343,
6463,0.076399513,0.02172068,-0.479868164,1.223900757,
6464,0.076266251,0.021853942,-0.479681396,1.222981567,
6465,0.076133026,0.021987167,-0.479588013,1.222368774,
6466,0.07599981,0.022120383,-0.479588013,1.221449585,
6467,0.075866596,0.022253597,-0.479588013,1.220530396,
6468,0.075733353,0.02238684,-0.479837036,1.219458008,
6469,0.075600057,0.022520136,-0.479805908,1.218692017,
6470,0.075466762,0.022653432,-0.479868164,1.217926025,
6471,0.075333467,0.022786726,-0.479837036,1.216853638,
6472,0.075200207,0.022919986,-0.479681396,1.216087646,
6473,0.075066982,0.023053211,-0.479588013,1.215321655,
6474,0.074933766,0.023186427,-0.479588013,1.214402466,
6475,0.074800552,0.023319641,-0.479556885,1.213483276,
6476,0.074667305,0.023452889,-0.479868164,1.212564087,
6477,0.074534007,0.023586186,-0.479868164,1.211491699,
6478,0.074400712,0.023719481,-0.479868164,1.210725708,
6479,0.074267417,0.023852776,-0.479805908,1.209500122,
6480,0.074134164,0.023986029,-0.479619141,1.208887329,
6481,0.074000943,0.024119251,-0.479525757,1.20796814,
6482,0.073867726,0.024252467,-0.479525757,1.20704895,
